project,class_name,method_name,extract_lines,identifier,,,,,,,,,,,,,,,,,,,,,
libgdx,GL20Interceptor,glShaderSource,2-3,"public void glShaderSource(int, java.lang.String)",,,,,,,,,,,,,,,,,,,,,
libgdx,GL20Interceptor,glStencilFunc,2-3,"public void glStencilFunc(int, int, int)",,,,,,,,,,,,,,,,,,,,,
libgdx,GL20Interceptor,glStencilFuncSeparate,2-3,"public void glStencilFuncSeparate(int, int, int, int)",,,,,,,,,,,,,,,,,,,,,
libgdx,GL20Interceptor,glStencilMask,2-3,public void glStencilMask(int),,,,,,,,,,,,,,,,,,,,,
libgdx,GL20Interceptor,glStencilMaskSeparate,2-3,"public void glStencilMaskSeparate(int, int)",,,,,,,,,,,,,,,,,,,,,
libgdx,GL20Interceptor,glStencilOp,2-3,"public void glStencilOp(int, int, int)",,,,,,,,,,,,,,,,,,,,,
libgdx,GL20Interceptor,glStencilOpSeparate,2-3,"public void glStencilOpSeparate(int, int, int, int)",,,,,,,,,,,,,,,,,,,,,
libgdx,GL20Interceptor,glTexImage2D,2-3,"public void glTexImage2D(int, int, int, int, int, int, int, int, java.nio.Buffer)",,,,,,,,,,,,,,,,,,,,,
libgdx,GL20Interceptor,glTexParameterf,2-3,"public void glTexParameterf(int, int, float)",,,,,,,,,,,,,,,,,,,,,
libgdx,GL20Interceptor,glTexParameterfv,2-3,"public void glTexParameterfv(int, int, java.nio.FloatBuffer)",,,,,,,,,,,,,,,,,,,,,
libgdx,GL20Interceptor,glTexParameteri,2-3,"public void glTexParameteri(int, int, int)",,,,,,,,,,,,,,,,,,,,,
libgdx,GL20Interceptor,glTexParameteriv,2-3,"public void glTexParameteriv(int, int, java.nio.IntBuffer)",,,,,,,,,,,,,,,,,,,,,
libgdx,GL20Interceptor,glTexSubImage2D,2-3,"public void glTexSubImage2D(int, int, int, int, int, int, int, int, java.nio.Buffer)",,,,,,,,,,,,,,,,,,,,,
libgdx,GL20Interceptor,glUniform1f,2-3,"public void glUniform1f(int, float)",,,,,,,,,,,,,,,,,,,,,
libgdx,GL20Interceptor,glUniform1fv,2-3,"public void glUniform1fv(int, int, float[], int)",,,,,,,,,,,,,,,,,,,,,
libgdx,GL20Interceptor,glUniform1fv,2-3,"public void glUniform1fv(int, int, java.nio.FloatBuffer)",,,,,,,,,,,,,,,,,,,,,
libgdx,GL20Interceptor,glUniform1i,2-3,"public void glUniform1i(int, int)",,,,,,,,,,,,,,,,,,,,,
libgdx,GL20Interceptor,glUniform1iv,2-3,"public void glUniform1iv(int, int, int[], int)",,,,,,,,,,,,,,,,,,,,,
libgdx,GL20Interceptor,glUniform1iv,2-3,"public void glUniform1iv(int, int, java.nio.IntBuffer)",,,,,,,,,,,,,,,,,,,,,
libgdx,GL20Interceptor,glUniform2f,2-3,"public void glUniform2f(int, float, float)",,,,,,,,,,,,,,,,,,,,,
libgdx,GL20Interceptor,glUniform2fv,2-3,"public void glUniform2fv(int, int, float[], int)",,,,,,,,,,,,,,,,,,,,,
libgdx,GL20Interceptor,glUniform2fv,2-3,"public void glUniform2fv(int, int, java.nio.FloatBuffer)",,,,,,,,,,,,,,,,,,,,,
libgdx,GL20Interceptor,glUniform2i,2-3,"public void glUniform2i(int, int, int)",,,,,,,,,,,,,,,,,,,,,
libgdx,GL20Interceptor,glUniform2iv,2-3,"public void glUniform2iv(int, int, int[], int)",,,,,,,,,,,,,,,,,,,,,
libgdx,GL20Interceptor,glUniform2iv,2-3,"public void glUniform2iv(int, int, java.nio.IntBuffer)",,,,,,,,,,,,,,,,,,,,,
libgdx,GL20Interceptor,glUniform3f,2-3,"public void glUniform3f(int, float, float, float)",,,,,,,,,,,,,,,,,,,,,
libgdx,GL20Interceptor,glUniform3fv,2-3,"public void glUniform3fv(int, int, float[], int)",,,,,,,,,,,,,,,,,,,,,
libgdx,GL20Interceptor,glUniform3fv,2-3,"public void glUniform3fv(int, int, java.nio.FloatBuffer)",,,,,,,,,,,,,,,,,,,,,
libgdx,GL20Interceptor,glUniform3i,2-3,"public void glUniform3i(int, int, int, int)",,,,,,,,,,,,,,,,,,,,,
libgdx,GL20Interceptor,glUniform3iv,2-3,"public void glUniform3iv(int, int, int[], int)",,,,,,,,,,,,,,,,,,,,,
libgdx,GL20Interceptor,glUniform3iv,2-3,"public void glUniform3iv(int, int, java.nio.IntBuffer)",,,,,,,,,,,,,,,,,,,,,
libgdx,GL20Interceptor,glUniform4f,2-3,"public void glUniform4f(int, float, float, float, float)",,,,,,,,,,,,,,,,,,,,,
libgdx,GL20Interceptor,glUniform4fv,2-3,"public void glUniform4fv(int, int, float[], int)",,,,,,,,,,,,,,,,,,,,,
libgdx,GL20Interceptor,glUniform4fv,2-3,"public void glUniform4fv(int, int, java.nio.FloatBuffer)",,,,,,,,,,,,,,,,,,,,,
libgdx,GL20Interceptor,glUniform4i,2-3,"public void glUniform4i(int, int, int, int, int)",,,,,,,,,,,,,,,,,,,,,
libgdx,GL20Interceptor,glUniform4iv,2-3,"public void glUniform4iv(int, int, int[], int)",,,,,,,,,,,,,,,,,,,,,
libgdx,GL20Interceptor,glUniform4iv,2-3,"public void glUniform4iv(int, int, java.nio.IntBuffer)",,,,,,,,,,,,,,,,,,,,,
libgdx,GL20Interceptor,glUniformMatrix2fv,2-3,"public void glUniformMatrix2fv(int, int, boolean, float[], int)",,,,,,,,,,,,,,,,,,,,,
libgdx,GL20Interceptor,glUniformMatrix2fv,2-3,"public void glUniformMatrix2fv(int, int, boolean, java.nio.FloatBuffer)",,,,,,,,,,,,,,,,,,,,,
libgdx,GL20Interceptor,glUniformMatrix3fv,2-3,"public void glUniformMatrix3fv(int, int, boolean, float[], int)",,,,,,,,,,,,,,,,,,,,,
libgdx,GL20Interceptor,glUniformMatrix3fv,2-3,"public void glUniformMatrix3fv(int, int, boolean, java.nio.FloatBuffer)",,,,,,,,,,,,,,,,,,,,,
libgdx,GL20Interceptor,glUniformMatrix4fv,2-3,"public void glUniformMatrix4fv(int, int, boolean, float[], int)",,,,,,,,,,,,,,,,,,,,,
libgdx,GL20Interceptor,glUniformMatrix4fv,2-3,"public void glUniformMatrix4fv(int, int, boolean, java.nio.FloatBuffer)",,,,,,,,,,,,,,,,,,,,,
libgdx,GL20Interceptor,glUseProgram,2-3,public void glUseProgram(int),,,,,,,,,,,,,,,,,,,,,
libgdx,GL20Interceptor,glValidateProgram,2-3,public void glValidateProgram(int),,,,,,,,,,,,,,,,,,,,,
libgdx,GL20Interceptor,glVertexAttrib1f,2-3,"public void glVertexAttrib1f(int, float)",,,,,,,,,,,,,,,,,,,,,
libgdx,GL20Interceptor,glVertexAttrib1fv,2-3,"public void glVertexAttrib1fv(int, java.nio.FloatBuffer)",,,,,,,,,,,,,,,,,,,,,
libgdx,GL20Interceptor,glVertexAttrib2f,2-3,"public void glVertexAttrib2f(int, float, float)",,,,,,,,,,,,,,,,,,,,,
libgdx,GL20Interceptor,glVertexAttrib2fv,2-3,"public void glVertexAttrib2fv(int, java.nio.FloatBuffer)",,,,,,,,,,,,,,,,,,,,,
libgdx,GL20Interceptor,glVertexAttrib3f,2-3,"public void glVertexAttrib3f(int, float, float, float)",,,,,,,,,,,,,,,,,,,,,
libgdx,GL20Interceptor,glVertexAttrib3fv,2-3,"public void glVertexAttrib3fv(int, java.nio.FloatBuffer)",,,,,,,,,,,,,,,,,,,,,
libgdx,GL20Interceptor,glVertexAttrib4f,2-3,"public void glVertexAttrib4f(int, float, float, float, float)",,,,,,,,,,,,,,,,,,,,,
libgdx,GL20Interceptor,glVertexAttrib4fv,2-3,"public void glVertexAttrib4fv(int, java.nio.FloatBuffer)",,,,,,,,,,,,,,,,,,,,,
libgdx,GL20Interceptor,glVertexAttribPointer,2-3,"public void glVertexAttribPointer(int, int, int, boolean, int, int)",,,,,,,,,,,,,,,,,,,,,
libgdx,GL20Interceptor,glVertexAttribPointer,2-3,"public void glVertexAttribPointer(int, int, int, boolean, int, java.nio.Buffer)",,,,,,,,,,,,,,,,,,,,,
libgdx,GL20Interceptor,glViewport,2-3,"public void glViewport(int, int, int, int)",,,,,,,,,,,,,,,,,,,,,
libgdx,MapLayer,calculateRenderOffsets,1-4,protected void calculateRenderOffsets (),,,,,,,,,,,,,,,,,,,,,
libgdx,BaseTmxMapLoader,loadImageLayer,3-33,"protected void loadImageLayer (TiledMap map, MapLayers parentLayers, Element element, FileHandle tmxFile, ImageResolver imageResolver)",,,,,,,,,,,,,,,,,,,,,
libgdx,BaseTmjMapLoader,loadProperties,3-27,"private void loadProperties (final MapProperties properties, JsonValue element)",,,,,,,,,,,,,,,,,,,,,
libgdx,BaseTmjMapLoader,loadTileSet,55-82;36-37;39-46,"protected void loadTileSet (JsonValue element, FileHandle tmjFile, ImageResolver imageResolver)",,,,,,,,,,,,,,,,,,,,,
libgdx,BaseTmxMapLoader,loadTileSet,57-81;38-45,"protected void loadTileSet (Element element, FileHandle tmxFile, ImageResolver imageResolver)",,,,,,,,,,,,,,,,,,,,,
libgdx,BaseTmxMapLoader,loadProperties,2-22,"protected void loadProperties (final MapProperties properties, Element element)",,,,,,,,,,,,,,,,,,,,,
libgdx,BaseTmjMapLoader,loadImageLayer,3-24,"protected void loadImageLayer (TiledMap map, MapLayers parentLayers, JsonValue element, FileHandle tmjFile, ImageResolver imageResolver)",,,,,,,,,,,,,,,,,,,,,
libgdx,BaseTmjMapLoader,loadObject,41-56;15-23;26-34,"protected void loadObject (TiledMap map, MapObjects objects, JsonValue element, float heightInPixels)",,,,,,,,,,,,,,,,,,,,,
libgdx,BaseTmxMapLoader,loadObject,42-57;16-23;27-34,"protected void loadObject (TiledMap map, MapObjects objects, Element element, float heightInPixels)",,,,,,,,,,,,,,,,,,,,,
libgdx,TideMapLoader,loadProperties,2-16,"private void loadProperties (MapProperties properties, Element element)",,,,,,,,,,,,,,,,,,,,,
libgdx,BaseTmjMapLoader,loadTiledMap,1;74-87;13-40,"protected TiledMap loadTiledMap (FileHandle tmjFile, P parameter, ImageResolver imageResolver)",,,,,,,,,,,,,,,,,,,,,
libgdx,BaseTmxMapLoader,loadTiledMap,1;75-88,"protected TiledMap loadTiledMap (FileHandle tmxFile, P parameter, ImageResolver imageResolver)",,,,,,,,,,,,,,,,,,,,,
libgdx,TmjMapLoader,collectImageLayerFileHandles,3-17,"private void collectImageLayerFileHandles (JsonValue layers, FileHandle tmjFile, Array<FileHandle> fileHandles)",,,,,,,,,,,,,,,,,,,,,
libgdx,BaseTiledMapLoader,loadProjectFile,26-33;24,protected void loadProjectFile (String projectFilePath),,,,,,,,,,,,,,,,,,,,,
libgdx,TmjMapLoader,addStaticTiles,7-13;32-41,"protected void addStaticTiles (FileHandle tmjFile, ImageResolver imageResolver, TiledMapTileSet tileSet, JsonValue element, JsonValue tiles, String name, int firstgid, int tilewidth, int tileheight, int spacing, int margin, String source, int offsetX, int offsetY, String imageSource, int imageWidth, int imageHeight, FileHandle image)",,,,,,,,,,,,,,,,,,,,,
libgdx,TmxMapLoader,addStaticTiles,9-15;32-41,"protected void addStaticTiles (FileHandle tmxFile, ImageResolver imageResolver, TiledMapTileSet tileSet, Element element, Array<Element> tileElements, String name, int firstgid, int tilewidth, int tileheight, int spacing, int margin, String source, int offsetX, int offsetY, String imageSource, int imageWidth, int imageHeight, FileHandle image)",,,,,,,,,,,,,,,,,,,,,
libgdx,BaseTmjMapLoader,getDependencies,3-8,"public Array<AssetDescriptor> getDependencies (String fileName, FileHandle tmjFile, P parameter)",,,,,,,,,,,,,,,,,,,,,
libgdx,BaseTmxMapLoader,getDependencies,3-8,"public Array<AssetDescriptor> getDependencies (String fileName, FileHandle tmjFile, P parameter)",,,,,,,,,,,,,,,,,,,,,
libgdx,TideMapLoader,loadTileSheet,16-51;1;3;5;7-8,"private void loadTileSheet (TiledMap map, Element element, FileHandle tideFile, ImageResolver imageResolver)",,,,,,,,,,,,,,,,,,,,,
libgdx,BaseTiledMapLoader,addStaticTiledMapTile,2-5,"protected void addStaticTiledMapTile (TiledMapTileSet tileSet, TextureRegion textureRegion, int tileId, float offsetX, float offsetY)",,,,,,,,,,,,,,,,,,,,,
libgdx,BaseTiledMapLoader,loadJsonClassProperties,14-42,"protected void loadJsonClassProperties (String className, MapProperties classProperties, JsonValue classElement)",,,,,,,,,,,,,,,,,,,,,
libgdx,AtlasTmjMapLoader,loadAsync,1-2,"public void loadAsync (AssetManager manager, String fileName, FileHandle tmjFile, AtlasTiledMapLoaderParameters parameter)",,,,,,,,,,,,,,,,,,,,,
libgdx,AtlasTmxMapLoader,loadAsync,1-3,"public void loadAsync (AssetManager manager, String fileName, FileHandle tmxFile, AtlasTiledMapLoaderParameters parameter)",,,,,,,,,,,,,,,,,,,,,
libgdx,BaseTmjMapLoader,addTileObjectGroup,3-5,"private void addTileObjectGroup (TiledMapTile tile, JsonValue tileElement)",,,,,,,,,,,,,,,,,,,,,
libgdx,BaseTmxMapLoader,addTileObjectGroup,3-5,"private void addTileObjectGroup (TiledMapTile tile, JsonValue tileElement)",,,,,,,,,,,,,,,,,,,,,
libgdx,AtlasTmjMapLoader,addStaticTiles,11-47;4-5,"protected void addStaticTiles (FileHandle tmjFile, ImageResolver imageResolver, TiledMapTileSet tileSet, JsonValue element, JsonValue tiles, String name, int firstgid, int tilewidth, int tileheight, int spacing, int margin, String source, int offsetX, int offsetY, String imageSource, int imageWidth, int imageHeight, FileHandle image)",,,,,,,,,,,,,,,,,,,,,
libgdx,AtlasTmxMapLoader,addStaticTiles,11-47;4-5,"protected void addStaticTiles (FileHandle tmxFile, ImageResolver imageResolver, TiledMapTileSet tileSet, Element element, Array<Element> tileElements, String name, int firstgid, int tilewidth, int tileheight, int spacing, int margin, String source, int offsetX, int offsetY, String imageSource, int imageWidth, int imageHeight, FileHandle image)",,,,,,,,,,,,,,,,,,,,,
libgdx,BaseTmxMapLoader,loadClassProperties,14-44,"protected void loadClassProperties (String className, MapProperties classProperties, XmlReader.Element classElement)",,,,,,,,,,,,,,,,,,,,,
libgdx,TideMapLoader,loadLayer,44-58;2-19,"private void loadLayer (TiledMap map, Element element)",,,,,,,,,,,,,,,,,,,,,
libgdx,AtlasTmjMapLoader,load,1-6,"public TiledMap load (String fileName, AtlasTiledMapLoaderParameters parameter)",,,,,,,,,,,,,,,,,,,,,
libgdx,AtlasTmxMapLoader,load,1-6,"public TiledMap load (String fileName, AtlasTiledMapLoaderParameters parameter)",,,,,,,,,,,,,,,,,,,,,
libgdx,TideMapLoader,load,6-11;1-3,public TiledMap load (String fileName),,,,,,,,,,,,,,,,,,,,,
libgdx,BaseTmjMapLoader,loadTileLayer,3-9,"protected void loadTileLayer (TiledMap map, MapLayers parentLayers, JsonValue element)",,,,,,,,,,,,,,,,,,,,,
libgdx,BaseTmxMapLoader,loadTileLayer,3-9,"protected void loadTileLayer (TiledMap map, MapLayers parentLayers, JsonValue element)",,,,,,,,,,,,,,,,,,,,,
libgdx,TideMapLoader,getDependencies,2-3,"public Array<AssetDescriptor> getDependencies (String fileName, FileHandle tmxFile, Parameters parameter)",,,,,,,,,,,,,,,,,,,,,
libgdx,TmjMapLoader,getTileSetDependencyFileHandle,4-5,"protected Array<FileHandle> getTileSetDependencyFileHandle (Array<FileHandle> fileHandles, FileHandle tmjFile, JsonValue tileSet)",,,,,,,,,,,,,,,,,,,,,
libgdx,TmxMapLoader,getTileSetDependencyFileHandle,4-5,"protected Array<FileHandle> getTileSetDependencyFileHandle (Array<FileHandle> fileHandles, FileHandle tmjFile, JsonValue tileSet)",,,,,,,,,,,,,,,,,,,,,
libgdx,AtlasTmxMapLoader,getAtlasFileHandle,6-8,protected FileHandle getAtlasFileHandle (FileHandle tmxFile),,,,,,,,,,,,,,,,,,,,,
libgdx,BaseTmjMapLoader,createAnimatedTile,4-9,"protected AnimatedTiledMapTile createAnimatedTile (TiledMapTileSet tileSet, TiledMapTile tile, JsonValue tileElement, int firstgid)",,,,,,,,,,,,,,,,,,,,,
libgdx,BaseTmxMapLoader,createAnimatedTile,4-10,"protected AnimatedTiledMapTile createAnimatedTile (TiledMapTileSet tileSet, TiledMapTile tile, Element tileElement, int firstgid)",,,,,,,,,,,,,,,,,,,,,
libgdx,HexagonalTiledMapRenderer,renderImageLayer,13-33,public void renderImageLayer (TiledMapImageLayer layer),,,,,,,,,,,,,,,,,,,,,
libgdx,BatchTiledMapRenderer,setView,2-6,public void setView (OrthographicCamera camera),,,,,,,,,,,,,,,,,,,,,
libgdx,OrthoCachedTiledMapRenderer,setView,2-6,"public void setView (Matrix4 projection, float x, float y, float width, float height)",,,,,,,,,,,,,,,,,,,,,
libgdx,IsometricTiledMapRenderer,init,2-7,private void init (),,,,,,,,,,,,,,,,,,,,,
libgdx,HexagonalTiledMapRenderer,renderTileLayer,59-63,public void renderTileLayer (TiledMapTileLayer layer),,,,,,,,,,,,,,,,,,,,,
libgdx,OrthoCachedTiledMapRenderer,setView,2-4,public void setView (OrthographicCamera camera),,,,,,,,,,,,,,,,,,,,,
libgdx,HexagonalTiledMapRenderer,renderImageLayer,1-7;13-145,public void renderImageLayer (TiledMapImageLayer layer),,,,,,,,,,,,,,,,,,,,,
libgdx,IsometricTiledMapRenderer,renderImageLayer,1-7;13-145,public void renderImageLayer (TiledMapImageLayer layer),,,,,,,,,,,,,,,,,,,,,
libgdx,IsometricStaggeredTiledMapRenderer,renderImageLayer,1-7;13-145,public void renderImageLayer (TiledMapImageLayer layer),,,,,,,,,,,,,,,,,,,,,
libgdx,BatchTiledMapRenderer,renderImageLayer,1-7;13-145,public void renderImageLayer (TiledMapImageLayer layer),,,,,,,,,,,,,,,,,,,,,
libgdx,OrthoCachedTiledMapRenderer,renderTileLayer,38-143,public void renderTileLayer (TiledMapTileLayer layer),,,,,,,,,,,,,,,,,,,,,
libgdx,OrthogonalTiledMapRenderer,renderTileLayer,34-139,public void renderTileLayer (TiledMapTileLayer layer),,,,,,,,,,,,,,,,,,,,,
libgdx,OrthoCachedTiledMapRenderer,render,1;6-21;28-33,public void render (),,,,,,,,,,,,,,,,,,,,,
libgdx,OrthoCachedTiledMapRenderer,render,1;6-21;28-33,public void render (int[] layers),,,,,,,,,,,,,,,,,,,,,
libgdx,HexagonalTiledMapRenderer,init,27-28;36,private void init (TiledMap map),,,,,,,,,,,,,,,,,,,,,
libgdx,DelaunayTriangulator,computeTriangles,56-155;20-22;24,"public ShortArray computeTriangles (float[] points, int offset, int count, boolean sorted)",,,,,,,,,,,,,,,,,,,,,
libgdx,Matrix4,inv,3-67,public static boolean inv (float[] values),,,,,,,,,,,,,,,,,,,,,
libgdx,Intersector,overlapsOnAxisOfShape,41-75;6-26,"private static boolean overlapsOnAxisOfShape (float[] verts1, int offset1, int count1, float[] verts2, int offset2, int count2, MinimumTranslationVector mtv, boolean shapesShifted)",,,,,,,,,,,,,,,,,,,,,
libgdx,ConvexHull,sortWithIndices,5-28,"private void sortWithIndices (float[] values, int count, boolean yDown)",,,,,,,,,,,,,,,,,,,,,
libgdx,DelaunayTriangulator,sort,5-28,"private void sort (float[] values, int count)",,,,,,,,,,,,,,,,,,,,,
libgdx,Matrix3,mul,1-23,public Matrix3 mul (Matrix3 m),,,,,,,,,,,,,,,,,,,,,
libgdx,Matrix3,mulLeft,1-23,public Matrix3 mulLeft (Matrix3 m),,,,,,,,,,,,,,,,,,,,,
libgdx,ConvexHull,sort,1-21,"private void sort (float[] values, int count)",,,,,,,,,,,,,,,,,,,,,
libgdx,Matrix3,transpose,2-14,public Matrix3 transpose (),,,,,,,,,,,,,,,,,,,,,
libgdx,EarClippingTriangulator,triangulate,3-20,private void triangulate (),,,,,,,,,,,,,,,,,,,,,
libgdx,Matrix3,setToRotationRad,1-15,public Matrix3 setToRotationRad (float radians),,,,,,,,,,,,,,,,,,,,,
libgdx,OctreeNode,split,17-40,private void split (),,,,,,,,,,,,,,,,,,,,,
libgdx,Matrix3,setToRotation,1-11,"public Matrix3 setToRotation (Vector3 axis, float cos, float sin)",,,,,,,,,,,,,,,,,,,,,
libgdx,Intersector,intersectSegmentCircle,1-12,"public static boolean intersectSegmentCircle (Vector2 start, Vector2 end, Vector2 center, float squareRadius)",,,,,,,,,,,,,,,,,,,,,
libgdx,Matrix3,idt,1-10,public Matrix3 idt (),,,,,,,,,,,,,,,,,,,,,
libgdx,Matrix3,set,1-21,public Matrix3 set (Affine2 affine),,,,,,,,,,,,,,,,,,,,,
libgdx,Matrix4,set,1-10,public Matrix3 set (Matrix4 mat),,,,,,,,,,,,,,,,,,,,,
libgdx,Matrix3,setToScaling,1-10,public Matrix3 setToScaling (Vector2 scale),,,,,,,,,,,,,,,,,,,,,
libgdx,Matrix3,setToScaling,1-10,"public Matrix3 setToScaling (float scaleX, float scaleY)",,,,,,,,,,,,,,,,,,,,,
libgdx,Matrix3,setToTranslation,1-13,public Matrix3 setToTranslation (Vector2 translation),,,,,,,,,,,,,,,,,,,,,
libgdx,Matrix3,setToTranslation,1-13,"public Matrix3 setToTranslation (float x, float y)",,,,,,,,,,,,,,,,,,,,,
libgdx,Quaternion,getAxisAngleRad,1;3-13,public float getAxisAngleRad (Vector3 axis),,,,,,,,,,,,,,,,,,,,,
libgdx,Matrix3,rotateRad,2-15,public Matrix3 rotateRad (float radians),,,,,,,,,,,,,,,,,,,,,
libgdx,OctreeNode,rayCast,13-26,"protected void rayCast (Ray ray, RayCastResult<T> result)",,,,,,,,,,,,,,,,,,,,,
libgdx,GeometryUtils,reverseVertices,2-10,"static public void reverseVertices (float[] polygon, int offset, int count)",,,,,,,,,,,,,,,,,,,,,
libgdx,Intersector,intersectSegmentCircle,15-26,"public static boolean intersectSegmentCircle (Vector2 start, Vector2 end, Circle circle, MinimumTranslationVector mtv)",,,,,,,,,,,,,,,,,,,,,
libgdx,Intersector,overlaps,1;4-8;16-17,"public static boolean overlaps (Circle c, Rectangle r)",,,,,,,,,,,,,,,,,,,,,
libgdx,Matrix3,scale,1-11,public Matrix3 scale (Vector2 scale),,,,,,,,,,,,,,,,,,,,,
libgdx,Matrix3,scale,1-11,"public Matrix3 scale (float scaleX, float scaleY)",,,,,,,,,,,,,,,,,,,,,
libgdx,Matrix3,translate,1-11,public Matrix3 translate (Vector2 translation),,,,,,,,,,,,,,,,,,,,,
libgdx,Matrix3,translate,1-11,"public Matrix3 translate (float x, float y)",,,,,,,,,,,,,,,,,,,,,
libgdx,Intersector,overlaps,2;10-15;18-19,"public static boolean overlaps (Circle c, Rectangle r)",,,,,,,,,,,,,,,,,,,,,
libgdx,Intersector,isPointInTriangle,1-6,"public static boolean isPointInTriangle (Vector3 point, Vector3 t1, Vector3 t2, Vector3 t3)",,,,,,,,,,,,,,,,,,,,,
libgdx,OctreeNode,query,4-15,"protected void query (Frustum frustum, ObjectSet<T> result)",,,,,,,,,,,,,,,,,,,,,
libgdx,OctreeNode,query,4-15,"protected void query (BoundingBox aabb, ObjectSet<T> result)",,,,,,,,,,,,,,,,,,,,,
libgdx,EarClippingTriangulator,triangulate,14-20,private void triangulate (),,,,,,,,,,,,,,,,,,,,,
libgdx,ConvexHull,sortWithIndices,1-6,"private void sortWithIndices (float[] values, int count, boolean yDown)",,,,,,,,,,,,,,,,,,,,,
libgdx,DelaunayTriangulator,sort,1-6,"private void sort (float[] values, int count)",,,,,,,,,,,,,,,,,,,,,
libgdx,EarClippingTriangulator,cutEarTip,1-6,private void cutEarTip (int earTipIndex),,,,,,,,,,,,,,,,,,,,,
libgdx,Frustum,update,3-8,public void update (Matrix4 inverseProjectionView),,,,,,,,,,,,,,,,,,,,,
libgdx,EarClippingTriangulator,triangulate,15-19,private void triangulate (),,,,,,,,,,,,,,,,,,,,,
libgdx,Bresenham2,line,11-13,"public Array<GridPoint2> line (int startX, int startY, int endX, int endY, Pool<GridPoint2> pool, Array<GridPoint2> output)",,,,,,,,,,,,,,,,,,,,,
libgdx,Intersector,intersectRectangles,2-5,"static public boolean intersectRectangles (Rectangle rectangle1, Rectangle rectangle2, Rectangle intersection)",,,,,,,,,,,,,,,,,,,,,
libgdx,RandomXS128,nextBytes,3-7,public void nextBytes (final byte[] bytes),,,,,,,,,,,,,,,,,,,,,
libgdx,WindowedMean,standardDeviation,3-7,public float standardDeviation (),,,,,,,,,,,,,,,,,,,,,
libgdx,Quaternion,slerp,1-19,public Quaternion slerp (Quaternion[] q),,,,,,,,,,,,,,,,,,,,,
libgdx,ConvexHull,computeIndices,47-50;7;10,"public IntArray computeIndices (float[] points, int offset, int count, boolean sorted, boolean yDown)",,,,,,,,,,,,,,,,,,,,,
libgdx,Matrix4,rotateTowardDirection,1-3,"public Matrix4 rotateTowardDirection (final Vector3 direction, final Vector3 up)",,,,,,,,,,,,,,,,,,,,,
libgdx,Matrix4,setToLookAt,1-3,"public Matrix4 setToLookAt (Vector3 direction, Vector3 up)",,,,,,,,,,,,,,,,,,,,,
libgdx,Matrix4,setToWorld,1-2;4,"public Matrix4 setToWorld (Vector3 position, Vector3 forward, Vector3 up)",,,,,,,,,,,,,,,,,,,,,
libgdx,CumulativeDistribution,generateNormalized,1-4,public void generateNormalized (),,,,,,,,,,,,,,,,,,,,,
libgdx,Intersector,intersectFrustumBounds,1-6,"public static boolean intersectFrustumBounds (Frustum frustum, OrientedBoundingBox obb)",,,,,,,,,,,,,,,,,,,,,
libgdx,WindowedMean,getMean,3-5,public float getMean (),,,,,,,,,,,,,,,,,,,,,
libgdx,OctreeNode,remove,8-11,protected boolean remove (T object),,,,,,,,,,,,,,,,,,,,,
libgdx,CatmullRomSpline,nearest,1-2,"public int nearest (final T in, int start, final int count)",,,,,,,,,,,,,,,,,,,,,
libgdx,FloatCounter,reset,8,public void reset (),,,,,,,,,,,,,,,,,,,,,
libgdx,Intersector,intersectPlanes,1-3;10-12,"public static boolean intersectPlanes (Plane a, Plane b, Plane c, Vector3 intersection)",,,,,,,,,,,,,,,,,,,,,
libgdx,Intersector,intersectRayOrientedBounds,106-108,"static public boolean intersectRayOrientedBounds (Ray ray, BoundingBox bounds, Matrix4 transform, Vector3 intersection)",,,,,,,,,,,,,,,,,,,,,
libgdx,Intersector,intersectRayTriangles,22;12-17,"public static boolean intersectRayTriangles (Ray ray, List<Vector3> triangles, Vector3 intersection)",,,,,,,,,,,,,,,,,,,,,
libgdx,Intersector,intersectRayTriangles,28;12-17,"public static boolean intersectRayTriangles (Ray ray, float[] vertices, short[] indices, int vertexSize, Vector3 intersection)",,,,,,,,,,,,,,,,,,,,,
libgdx,Intersector,intersectRayTriangles,24;12-17,"public static boolean intersectRayTriangles (Ray ray, float[] triangles, Vector3 intersection)",,,,,,,,,,,,,,,,,,,,,
libgdx,MathUtils,atan2,4,"public static float atan2 (final float y, float x)",,,,,,,,,,,,,,,,,,,,,
libgdx,DelaunayTriangulator,computeTriangles,15-40;77-92,"public ShortArray computeTriangles (float[] points, int offset, int count, boolean sorted)",,,,,,,,,,,,,,,,,,,,,
libgdx,Matrix3,inv,4-25,public Matrix3 inv (),,,,,,,,,,,,,,,,,,,,,
libgdx,Intersector,intersectPlanes,1-5;10-15,"public static boolean intersectPlanes (Plane a, Plane b, Plane c, Vector3 intersection)",,,,,,,,,,,,,,,,,,,,,
libgdx,ConvexHull,computePolygon,12-33,"public FloatArray computePolygon (float[] points, int offset, int count, boolean sorted)",,,,,,,,,,,,,,,,,,,,,
libgdx,Intersector,intersectLines,2;5-8,"public static boolean intersectLines (float x1, float y1, float x2, float y2, float x3, float y3, float x4, float y4, Vector2 intersection)",,,,,,,,,,,,,,,,,,,,,
libgdx,BSpline,cubic_derivative,1-3;5-8,"public static <T extends Vector<T>> T cubic_derivative (final T out, final int i, final float u, final T[] points, final boolean continuous, final T tmp)",,,,,,,,,,,,,,,,,,,,,
